Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Community_Lvl_2	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1	Infered_Community_Name_Lvl_2
Studio Manager and senior designer__s	Studio Manager and senior designer	2.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
HSES Manager__s	HSES Manager	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Buying manager__s	Buying manager	2.0	3	3.3	3.3.4	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Telecom Solution Architect__s	Telecom Solution Architect	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Graduate Research Assistant__s	Graduate Research Assistant	2.0	3	3.3	3.3.4	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Model Scouting__s	Model Scouting	2.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
Human Resources Senior Advisor__s	Human Resources Senior Advisor	2.0	2	2.2	2.2.13	21___Science and engineering professionals	21___Science and engineering professionals	31___Science and engineering associate professionals
EMEA Water valves Engineering Manager__s	EMEA Water valves Engineering Manager	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Sales Director Southern Europe__s	Sales Director Southern Europe	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Consultant in banking security__s	Consultant in banking security	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
supplier of mining equipment__s	supplier of mining equipment	2.0	2	2.2	2.2.3	21___Science and engineering professionals	21___Science and engineering professionals	311___Physical and engineering science technicians
Associate Underwriter__s	Associate Underwriter	2.0	0	0.0	0.0.1	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Shop manager in H&M__s	Shop manager in H&M	2.0	3	3.3	3.3.4	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Research Team__s	Research Team	2.0	0	0.0	0.0.27	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
Marketing Research Manager__s	Marketing Research Manager	2.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
aeronautical senior consultant__s	aeronautical senior consultant	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
Supervisory Electrical Engineer__s	Supervisory Electrical Engineer	2.0	2	2.2	2.2.3	21___Science and engineering professionals	21___Science and engineering professionals	311___Physical and engineering science technicians
Head Information Security Incident Response__s	Head Information Security Incident Response	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
art historian__s	art historian	2.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
Technical engineer__s	Technical engineer	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
EACVI Project Officer__s	EACVI Project Officer	2.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
user experience__t	user experience	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
openstack__t	openstack	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
mmorpg__t	mmorpg	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
mineral exploration__t	mineral exploration	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
coffeescript__t	coffeescript	1.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
french speaking__t	french speaking	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
stories__t	stories	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
fermentation engineering__t	fermentation engineering	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
amos__t	amos	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
hand-drawing__t	hand-drawing	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
finite element analysis__t	finite element analysis	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
search advertising__t	search advertising	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
fpga__t	fpga	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
laser ablation__t	laser ablation	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
film scoring__t	film scoring	1.0	4	4.4	4.4.28	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
yoga__t	yoga	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
branding__t	branding	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
general office administration__t	general office administration	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
construction safety__t	construction safety	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
reach compliance__t	reach compliance	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
common law__t	common law	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
hospital pharmacy__t	hospital pharmacy	1.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
consumer behavior__t	consumer behavior	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
devops__t	devops	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
it management__t	it management	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
mudbox__t	mudbox	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
gender studies__t	gender studies	1.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
fashion history__t	fashion history	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
vacuum__t	vacuum	1.0	2	2.2	2.2.3	21___Science and engineering professionals	21___Science and engineering professionals	311___Physical and engineering science technicians
internet marketing__t	internet marketing	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
offshore construction__t	offshore construction	1.0	2	2.2	2.2.13	21___Science and engineering professionals	21___Science and engineering professionals	31___Science and engineering associate professionals
test strategy__t	test strategy	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
electricity markets__t	electricity markets	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
land use planning__t	land use planning	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
writing skills__t	writing skills	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
cross functional relationships__t	cross functional relationships	1.0	6	6.6	6.6.11	33___Business and administration associate professionals	33___Business and administration associate professionals	33___Business and administration associate professionals
english literature__t	english literature	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
digital services__t	digital services	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
docker__t	docker	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
blueprint reading__t	blueprint reading	1.0	0	0.0	0.0.141	24___Business and administration professionals	24___Business and administration professionals	3119___Physical and engineering science technicians not elsewhere classified
retail__t	retail	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
high availability clustering__t	high availability clustering	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
pedagogy__t	pedagogy	1.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
routing protocols__t	routing protocols	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
commercial interiors__t	commercial interiors	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
color grading__t	color grading	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
wireless__t	wireless	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
podcasting__t	podcasting	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
wound care__t	wound care	1.0	6	6.6	6.6.11	33___Business and administration associate professionals	33___Business and administration associate professionals	33___Business and administration associate professionals
international trade__t	international trade	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
golf__t	golf	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
css3__t	css3	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
pricing analysis__t	pricing analysis	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
consumer insight__t	consumer insight	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
iso 26262__t	iso 26262	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
digital analytics__t	digital analytics	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
informix__t	informix	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
marketing operations__t	marketing operations	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
surgery__t	surgery	1.0	6	6.6	6.6.11	33___Business and administration associate professionals	33___Business and administration associate professionals	33___Business and administration associate professionals
precious metals__t	precious metals	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
metals__t	metals	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
spm__t	spm	1.0	2	2.2	2.2.3	21___Science and engineering professionals	21___Science and engineering professionals	311___Physical and engineering science technicians
rnc__t	rnc	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
homeland security__t	homeland security	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
new plant start-up__t	new plant start-up	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
ethernet__t	ethernet	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
regression testing__t	regression testing	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
self-management__t	self-management	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
brocade__t	brocade	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
chemical process engineering__t	chemical process engineering	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
production planning__t	production planning	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
flight mechanics__t	flight mechanics	1.0	2	2.2	2.2.3	21___Science and engineering professionals	21___Science and engineering professionals	311___Physical and engineering science technicians
managed services__t	managed services	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
rock climbing__t	rock climbing	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
selenium__t	selenium	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
biomarker discovery__t	biomarker discovery	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
emergency management__t	emergency management	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
energy economics__t	energy economics	1.0	2	2.2	2.2.3	21___Science and engineering professionals	21___Science and engineering professionals	311___Physical and engineering science technicians
first time home buyers__t	first time home buyers	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
waste water treatment__t	waste water treatment	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
physics simulation__t	physics simulation	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
skiing__t	skiing	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
exchange connectivity__t	exchange connectivity	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
fols__t	fols	1.0	4	4.4	4.4.28	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
channel marketing__t	channel marketing	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
music publishing__t	music publishing	1.0	4	4.4	4.4.28	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
recommender systems__t	recommender systems	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
functional verification__t	functional verification	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
assembly__t	assembly	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
cat tools__t	cat tools	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
dedicated professional__t	dedicated professional	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
openvz__t	openvz	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
archives__t	archives	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
account management__t	account management	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
cpsm__t	cpsm	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
real time software__t	real time software	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
purchase management__t	purchase management	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
consulting rh__t	consulting rh	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
ip transit__t	ip transit	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
carbohydrate chemistry__t	carbohydrate chemistry	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
performing arts__t	performing arts	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
cultural diversity__t	cultural diversity	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
international business law__t	international business law	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
volunteer management__t	volunteer management	1.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
web architecture__t	web architecture	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
helicopters__t	helicopters	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
darkroom__t	darkroom	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
feasibility studies__t	feasibility studies	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
key management__t	key management	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
environmental engineering__t	environmental engineering	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
vaadin__t	vaadin	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
wood__t	wood	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
ships__t	ships	1.0	0	0.0	0.0.66	24___Business and administration professionals	24___Business and administration professionals	311___Physical and engineering science technicians
sports writing__t	sports writing	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
c programming__t	c programming	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
music performance__t	music performance	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
skype__t	skype	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
e-marketing__t	e-marketing	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
regulatory analysis__t	regulatory analysis	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
hiring practices__t	hiring practices	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
german__t	german	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
german to english__t	german to english	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
body contouring__t	body contouring	1.0	6	6.6	6.6.11	33___Business and administration associate professionals	33___Business and administration associate professionals	33___Business and administration associate professionals
leasing__t	leasing	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
sap pp__t	sap pp	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
stem cell research__t	stem cell research	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
lighting control__t	lighting control	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
otc__t	otc	1.0	2	2.9	2.9.21	21___Science and engineering professionals	24___Business and administration professionals	24___Business and administration professionals
v&v__t	v&v	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
start-up__t	start-up	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
mergers and acquisitions__t	mergers and acquisitions	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
power quality__t	power quality	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
flow cytometry__t	flow cytometry	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
paint__t	paint	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
hipaa__t	hipaa	1.0	6	6.6	6.6.11	33___Business and administration associate professionals	33___Business and administration associate professionals	33___Business and administration associate professionals
manufactura__t	manufactura	1.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
opening hotels__t	opening hotels	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
dealer management__t	dealer management	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
online journalism__t	online journalism	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
positive team player__t	positive team player	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
telematics__t	telematics	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
disability rights__t	disability rights	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
css 3__t	css 3	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
inco terms__t	inco terms	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
network installation__t	network installation	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
plastics engineering__t	plastics engineering	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
camera__t	camera	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
scalability__t	scalability	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
highly responsible__t	highly responsible	1.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
online-marketing__t	online-marketing	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
low cost country sourcing__t	low cost country sourcing	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
space planning__t	space planning	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
it security best practices__t	it security best practices	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
quality center__t	quality center	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
biotechnology__t	biotechnology	1.0	6	6.6	6.6.15	33___Business and administration associate professionals	33___Business and administration associate professionals	33___Business and administration associate professionals
cva__t	cva	1.0	2	2.9	2.9.21	21___Science and engineering professionals	24___Business and administration professionals	24___Business and administration professionals
public international law__t	public international law	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
collateral management__t	collateral management	1.0	2	2.9	2.9.18	21___Science and engineering professionals	24___Business and administration professionals	24___Business and administration professionals
proofreading__t	proofreading	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
sharing economy__t	sharing economy	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
iaas__t	iaas	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
internships__t	internships	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
computer system validation__t	computer system validation	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
trend micro__t	trend micro	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
recipe testing__t	recipe testing	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
x-ray diffraction analysis__t	x-ray diffraction analysis	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
solid edge__t	solid edge	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
environmental monitoring__t	environmental monitoring	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
psychological testing__t	psychological testing	1.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
vocal coaching__t	vocal coaching	1.0	4	4.4	4.4.7	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
cycling__t	cycling	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
multi tasking__t	multi tasking	1.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
linkedin__t	linkedin	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
it-service-managment__t	it-service-managment	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
diesel engine__t	diesel engine	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
decision theory__t	decision theory	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
java web server__t	java web server	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
ndt__t	ndt	1.0	2	2.2	2.2.3	21___Science and engineering professionals	21___Science and engineering professionals	311___Physical and engineering science technicians
indirect taxation__t	indirect taxation	1.0	2	2.9	2.9.19	21___Science and engineering professionals	24___Business and administration professionals	24___Business and administration professionals
law__t	law	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
delta one__t	delta one	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
film director__t	film director	1.0	4	4.4	4.4.14	21___Science and engineering professionals	21___Science and engineering professionals	26___Legal, social and cultural professionals
bloomberg software__t	bloomberg software	1.0	1	1.1	1.1.2	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
language teaching__t	language teaching	1.0	4	4.4	4.4.5	21___Science and engineering professionals	21___Science and engineering professionals	24___Business and administration professionals
biodiversity__t	biodiversity	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
real-time control systems__t	real-time control systems	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
solvency ii__t	solvency ii	1.0	2	2.9	2.9.21	21___Science and engineering professionals	24___Business and administration professionals	24___Business and administration professionals
rolling stock__t	rolling stock	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
business architecture__t	business architecture	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
design of experiments__t	design of experiments	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
experienced trainer__t	experienced trainer	1.0	2	2.2	2.2.10	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
metal cutting__t	metal cutting	1.0	4	4.4	4.4.8	21___Science and engineering professionals	21___Science and engineering professionals	21___Science and engineering professionals
frozen food__t	frozen food	1.0	0	0.0	0.0.0	24___Business and administration professionals	24___Business and administration professionals	24___Business and administration professionals
